[2022-03-10 10:13:19,809] log.py->message():118 -- MESSAGE -- Initialized logging
[2022-03-10 10:15:00,492] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_mhx2
[2022-03-10 10:15:00,548] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_mhx2
[2022-03-10 10:15:00,558] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_mhx2
[2022-03-10 10:15:00,567] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_mhx2
[2022-03-10 10:15:00,571] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_obj
[2022-03-10 10:15:00,600] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_obj
[2022-03-10 10:15:00,600] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_obj
[2022-03-10 10:15:00,613] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_obj
[2022-03-10 10:15:00,617] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_ogre
[2022-03-10 10:15:00,688] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_ogre
[2022-03-10 10:15:00,688] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_ogre
[2022-03-10 10:15:00,699] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_ogre
[2022-03-10 10:15:00,703] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_stl
[2022-03-10 10:15:00,721] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_stl
[2022-03-10 10:15:00,724] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_stl
[2022-03-10 10:15:00,731] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_stl
[2022-03-10 10:15:00,734] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_uvmap
[2022-03-10 10:15:00,759] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_uvmap
[2022-03-10 10:15:00,763] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_uvmap
[2022-03-10 10:15:00,766] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_uvmap
[2022-03-10 10:15:00,771] log.py->message():118 -- MESSAGE -- Importing plugin 9_massproduce
[2022-03-10 10:15:01,158] log.py->message():118 -- MESSAGE -- Imported plugin 9_massproduce
[2022-03-10 10:15:01,163] log.py->message():118 -- MESSAGE -- Loading plugin 9_massproduce
[2022-03-10 10:15:05,603] log.py->message():118 -- MESSAGE -- Loaded plugin 9_massproduce
[2022-03-10 10:15:05,638] log.py->message():118 -- MESSAGE -- Loading GUI
[2022-03-10 10:15:05,763] log.py->debug():97 -- DEBUG -- showing category Modelling
[2022-03-10 10:15:05,763] log.py->debug():97 -- DEBUG -- showing task Macro modelling
[2022-03-10 10:15:06,400] log.py->message():118 -- MESSAGE -- Loading theme
[2022-03-10 10:15:06,400] log.py->message():118 -- MESSAGE -- Theme makehuman version 1.2.0
[2022-03-10 10:15:06,413] log.py->debug():97 -- DEBUG -- Loaded theme data/themes/makehuman.mht
[2022-03-10 10:15:16,793] log.py->debug():97 -- DEBUG -- Loaded Qt style data/themes/makehuman.qss
[2022-03-10 10:15:16,898] log.py->message():118 -- MESSAGE -- Applying targets
[2022-03-10 10:15:17,539] log.py->debug():97 -- DEBUG -- Updating skeleton joint positions
[2022-03-10 10:15:17,770] log.py->debug():97 -- DEBUG -- Done baking animations
[2022-03-10 10:15:17,928] log.py->message():118 -- MESSAGE -- Loading macro targets
[2022-03-10 10:15:28,014] log.py->message():118 -- MESSAGE -- Loading done
[2022-03-10 10:15:28,019] log.py->message():118 -- MESSAGE -- 
[2022-03-10 10:15:29,120] log.py->debug():97 -- DEBUG -- Creating new texture for dynamic image data/litspheres/adaptive_skin_tone.png.
[2022-03-10 10:15:29,128] log.py->debug():97 -- DEBUG -- initTexture: 256, 256, False
[2022-03-10 10:15:29,132] log.py->debug():97 -- DEBUG -- Creating new texture for image C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/materials/brown_eye.png.
[2022-03-10 10:15:29,409] log.py->debug():97 -- DEBUG -- initTexture: 1024, 1024, False
[2022-03-10 10:15:29,413] log.py->debug():97 -- DEBUG -- Creating new texture for image C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/litspheres/skinmat_eye.png.
[2022-03-10 10:15:29,470] log.py->debug():97 -- DEBUG -- initTexture: 256, 256, False
[2022-03-10 10:15:34,014] log.py->debug():97 -- DEBUG -- hiding category Modelling
[2022-03-10 10:15:34,014] log.py->debug():97 -- DEBUG -- showing category Files
[2022-03-10 10:15:34,014] log.py->debug():97 -- DEBUG -- hiding task Macro modelling
[2022-03-10 10:15:34,014] log.py->debug():97 -- DEBUG -- showing task Load
[2022-03-10 10:15:37,730] log.py->message():118 -- MESSAGE -- Loading human from MHM file C:/Users/yeckz/Documents/makehuman/v1py3/models\MyModelArmand.mhm.
[2022-03-10 10:15:37,931] log.py->debug():97 -- DEBUG -- Loading skeleton from None
[2022-03-10 10:15:38,410] log.py->debug():97 -- DEBUG -- Loading special foot pose from None
[2022-03-10 10:15:38,509] log.py->debug():97 -- DEBUG -- Loading expression from None
[2022-03-10 10:15:38,598] log.py->debug():97 -- DEBUG -- Clothes library: updating face masks (face hiding enabled).
[2022-03-10 10:15:38,600] log.py->debug():97 -- DEBUG -- 0 faces masked for base.obj
[2022-03-10 10:15:38,631] log.py->message():118 -- MESSAGE -- Selecting proxy file "data/eyes/high-poly/high-poly.mhclo" from eyes library.
[2022-03-10 10:15:38,631] log.py->debug():97 -- DEBUG -- Loading binary proxy data/eyes/high-poly/high-poly.mhpxy.
[2022-03-10 10:15:38,631] log.py->debug():97 -- DEBUG -- Loading proxy file: data/eyes/high-poly/high-poly.mhpxy.
[2022-03-10 10:15:38,668] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/materials/brown.mhmat
[2022-03-10 10:15:38,678] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/high-poly/high-poly.npz.
[2022-03-10 10:15:38,681] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 4
[2022-03-10 10:15:38,692] log.py->debug():97 -- DEBUG -- remapping weights for proxy HighPolyEyes
[2022-03-10 10:15:38,795] log.py->debug():97 -- DEBUG -- remapping weights for HighPolyEyes took 0.08758 seconds
[2022-03-10 10:15:38,873] log.py->debug():97 -- DEBUG -- Eye material reset to <material.Material object at 0x0000025EEA9D5FC8>
[2022-03-10 10:15:40,358] log.py->message():118 -- MESSAGE -- Version v1.2.0
[2022-03-10 10:15:40,360] log.py->debug():97 -- DEBUG -- Model Name Armando
[2022-03-10 10:15:40,568] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/tongue/tongue01/tongue01.mhpxy" from tongue library.
[2022-03-10 10:15:40,568] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/tongue/tongue01/tongue01.mhpxy.
[2022-03-10 10:15:40,599] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/tongue/tongue01/tongue01.mhpxy.
[2022-03-10 10:15:40,659] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/tongue/tongue01/tongue01.mhmat
[2022-03-10 10:15:40,882] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:15:40,882] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewProjectionMatrix'
[2022-03-10 10:15:40,888] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:15:40,888] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:15:40,918] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:15:40,918] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewProjectionMatrix'
[2022-03-10 10:15:40,919] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:15:40,920] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:15:40,920] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/tongue/tongue01/tongue01.npz.
[2022-03-10 10:15:40,981] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 4
[2022-03-10 10:15:40,996] log.py->debug():97 -- DEBUG -- remapping weights for proxy tongue01
[2022-03-10 10:15:41,070] log.py->debug():97 -- DEBUG -- remapping weights for tongue01 took 0.07534 seconds
[2022-03-10 10:15:41,614] log.py->message():118 -- MESSAGE -- Selecting proxy file "C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/teeth/teeth_base/teeth_base.mhpxy" from teeth library.
[2022-03-10 10:15:41,614] log.py->debug():97 -- DEBUG -- Loading binary proxy C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/teeth/teeth_base/teeth_base.mhpxy.
[2022-03-10 10:15:41,664] log.py->debug():97 -- DEBUG -- Loading proxy file: C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/teeth/teeth_base/teeth_base.mhpxy.
[2022-03-10 10:15:41,710] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/teeth/materials/teeth.mhmat
[2022-03-10 10:15:41,908] log.py->debug():97 -- DEBUG -- VectorUniform(ambient) = [0. 0. 0.]
[2022-03-10 10:15:41,909] log.py->debug():97 -- DEBUG -- VectorUniform(diffuse) = [0. 0. 0. 0.]
[2022-03-10 10:15:41,910] log.py->debug():97 -- DEBUG -- VectorUniform(emissive) = [0. 0. 0.]
[2022-03-10 10:15:41,913] log.py->debug():97 -- DEBUG -- VectorUniform(specular) = [0. 0. 0. 0.]
[2022-03-10 10:15:41,914] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:15:41,915] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewMatrix'
[2022-03-10 10:15:41,915] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].ambient'
[2022-03-10 10:15:41,915] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].ambient'
[2022-03-10 10:15:41,917] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].ambient'
[2022-03-10 10:15:41,918] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].ambient'
[2022-03-10 10:15:41,919] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].ambient'
[2022-03-10 10:15:41,919] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].ambient'
[2022-03-10 10:15:41,919] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].ambient'
[2022-03-10 10:15:41,919] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].ambient'
[2022-03-10 10:15:41,919] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].diffuse'
[2022-03-10 10:15:41,923] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].diffuse'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].specular'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].specular'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].specular'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].specular'
[2022-03-10 10:15:41,924] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].specular'
[2022-03-10 10:15:41,928] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].specular'
[2022-03-10 10:15:41,928] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].specular'
[2022-03-10 10:15:41,930] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].specular'
[2022-03-10 10:15:41,930] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].position'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].halfVector'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].halfVector'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].halfVector'
[2022-03-10 10:15:41,931] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].halfVector'
[2022-03-10 10:15:41,938] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].halfVector'
[2022-03-10 10:15:41,938] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].halfVector'
[2022-03-10 10:15:41,939] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].halfVector'
[2022-03-10 10:15:41,939] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].halfVector'
[2022-03-10 10:15:41,939] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotDirection'
[2022-03-10 10:15:41,939] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotDirection'
[2022-03-10 10:15:41,943] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotDirection'
[2022-03-10 10:15:41,943] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotDirection'
[2022-03-10 10:15:41,943] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotDirection'
[2022-03-10 10:15:41,943] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotDirection'
[2022-03-10 10:15:41,943] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotDirection'
[2022-03-10 10:15:41,947] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotDirection'
[2022-03-10 10:15:41,948] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotExponent'
[2022-03-10 10:15:41,949] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotExponent'
[2022-03-10 10:15:41,949] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotExponent'
[2022-03-10 10:15:41,949] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotExponent'
[2022-03-10 10:15:41,949] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotExponent'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotExponent'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotExponent'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotExponent'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].spotCosCutoff'
[2022-03-10 10:15:41,950] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].constantAttenuation'
[2022-03-10 10:15:41,957] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].constantAttenuation'
[2022-03-10 10:15:41,957] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].constantAttenuation'
[2022-03-10 10:15:41,957] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].constantAttenuation'
[2022-03-10 10:15:41,957] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].constantAttenuation'
[2022-03-10 10:15:41,959] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].constantAttenuation'
[2022-03-10 10:15:41,959] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].constantAttenuation'
[2022-03-10 10:15:41,960] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].constantAttenuation'
[2022-03-10 10:15:41,960] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].linearAttenuation'
[2022-03-10 10:15:41,960] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].linearAttenuation'
[2022-03-10 10:15:41,960] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].linearAttenuation'
[2022-03-10 10:15:41,960] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].linearAttenuation'
[2022-03-10 10:15:41,960] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].linearAttenuation'
[2022-03-10 10:15:41,962] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].linearAttenuation'
[2022-03-10 10:15:41,963] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].linearAttenuation'
[2022-03-10 10:15:41,964] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].linearAttenuation'
[2022-03-10 10:15:41,964] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].quadraticAttenuation'
[2022-03-10 10:15:41,965] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].quadraticAttenuation'
[2022-03-10 10:15:41,966] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].quadraticAttenuation'
[2022-03-10 10:15:41,966] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].quadraticAttenuation'
[2022-03-10 10:15:41,968] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].quadraticAttenuation'
[2022-03-10 10:15:41,969] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].quadraticAttenuation'
[2022-03-10 10:15:41,969] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].quadraticAttenuation'
[2022-03-10 10:15:41,969] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].quadraticAttenuation'
[2022-03-10 10:15:41,969] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontLightModelProduct.sceneColor'
[2022-03-10 10:15:41,969] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.emission'
[2022-03-10 10:15:41,973] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.ambient'
[2022-03-10 10:15:41,973] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.diffuse'
[2022-03-10 10:15:41,973] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.specular'
[2022-03-10 10:15:41,973] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_FrontMaterial.shininess'
[2022-03-10 10:15:41,975] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewProjectionMatrix'
[2022-03-10 10:15:41,976] log.py->debug():97 -- DEBUG -- VectorUniform(ambient) = [0. 0. 0.]
[2022-03-10 10:15:41,978] log.py->debug():97 -- DEBUG -- VectorUniform(diffuse) = [0. 0. 0. 0.]
[2022-03-10 10:15:41,979] log.py->debug():97 -- DEBUG -- VectorUniform(emissive) = [0. 0. 0.]
[2022-03-10 10:15:41,980] log.py->debug():97 -- DEBUG -- VectorUniform(specular) = [0. 0. 0. 0.]
[2022-03-10 10:15:42,013] log.py->debug():97 -- DEBUG -- VectorUniform(ambient) = [0. 0. 0.]
[2022-03-10 10:15:42,014] log.py->debug():97 -- DEBUG -- VectorUniform(diffuse) = [0. 0. 0. 0.]
[2022-03-10 10:15:42,014] log.py->debug():97 -- DEBUG -- VectorUniform(emissive) = [0. 0. 0.]
[2022-03-10 10:15:42,014] log.py->debug():97 -- DEBUG -- VectorUniform(specular) = [0. 0. 0. 0.]
[2022-03-10 10:15:42,014] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:15:42,018] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewMatrix'
[2022-03-10 10:15:42,018] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].ambient'
[2022-03-10 10:15:42,018] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].ambient'
[2022-03-10 10:15:42,018] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].ambient'
[2022-03-10 10:15:42,019] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].ambient'
[2022-03-10 10:15:42,019] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].ambient'
[2022-03-10 10:15:42,019] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].ambient'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].ambient'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].ambient'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[7].diffuse'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[0].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[1].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[2].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[3].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[4].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[5].specular'
[2022-03-10 10:15:42,020] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_LightSource[6].specular'
